X,Y,TOWER_ASSE,ACTION_DTT,STATUS,LINE_SERIE,TOWER_CONS,YEAR_OF_IN,TOWER_HEIG,GDO_GID
-0.3272717432,53.63147451,2AC001,2017/05/25,C,L12,D55,1996,20.28,10025380
-0.3244683354,53.63323668,2AC002,2017/05/25,C,L12,D,1992,21.9,10039150
-0.3210579672,53.63535471,2AC003,2017/05/25,C,L12,D,1992,17.18,10025381
-0.3165802184,53.63817188,2AC004,2020/04/02,C,L12,D,1992,16.49,10025382
-0.3135584824,53.64004305,2AC005,2017/05/25,C,L12,D55,1992,9.14,10038553
-0.3092146537,53.64089781,2AC006,2017/05/25,C,L12,D,1992,4.4,10036011
-0.3063056528,53.64146528,2AC007,2017/05/25,C,L12,D,1992,3.35,10039151
-0.3011202797,53.64251191,2AC008,2017/05/25,C,L12,D,1992,7.37,10025383
-0.2963801355,53.643428,2AC009,2017/05/25,C,L12,D25,1992,9,10025384
-0.2896509681,53.6445915,2AC010,2017/05/25,C,L12,D,1992,8.45,10025385
-0.2845876009,53.64544499,2AC011,2017/05/25,C,L12,D25,1992,8.5,10025386
-0.2797585038,53.64556364,2AC012,2020/04/02,C,L12,D,1992,11.29,10021148
-0.2750896417,53.64559354,2AC013,2017/05/25,C,L12,D,1992,12.65,10034802
-0.2702186663,53.64565363,2AC014,2017/05/25,C,L12,D55,1992,13.98,10038555
-0.2665813113,53.64776567,2AC015,2017/05/25,C,L12,D55,1992,12.88,10025387
-0.2662654091,53.65045388,2AC016,2020/04/02,C,L12,D,1992,12.97,10025388
-0.266103422,53.65244669,2AC017,2017/05/25,C,L12,D55,1992,11.57,10033017
-0.2621129345,53.65470001,2AC018,2017/05/25,C,L12,D,1992,10.41,10039152
-0.2586101541,53.65664454,2AC019,2020/04/02,C,L12,DT,1992,9.34,10039153
-0.257460616,53.65651479,2AC020A,2017/05/25,C,L12,DT,1992,9.16,10025389
-0.2580052717,53.6564445,2AC020B,2017/05/25,C,L6,SF60,1992,9.26,10021152
-0.2582707948,53.65609713,2AD001,2020/04/02,C,L12,DT80,1992,9.49,10030460
-0.2619334771,53.65413288,2AD002,2017/05/25,C,L12,D,1992,10.27,10033467
-0.2653677266,53.65226973,2AD003,2017/05/25,C,L12,D44,1992,11.13,10030461
-0.2656079375,53.64980744,2AD004,2017/05/25,C,L12,D,1992,12.77,10037747
-0.2658038711,53.64753867,2AD005,2017/05/25,C,L12,D43,1992,12.99,10021171
-0.2699353633,53.64525176,2AD006,2020/10/16,C,L12,D42,1992,13.86,10034993
-0.2754193517,53.64516801,2AD007,2020/10/16,C,L12,D,1992,12.48,10021149
-0.2797811144,53.64511303,2AD008,2020/04/02,C,L12,D,1992,10.83,10030462
-0.284474021,53.64500019,2AD009,2017/05/25,C,L12,D55,1992,8.26,10030463
-0.2909406129,53.64292711,2AD010,2017/05/25,C,L12,D55,1992,8.06,10033776
-0.2915906473,53.64009217,2AD011,2017/05/25,C,L12,D,1992,9.67,10036732
-0.2924319246,53.63596459,2AD012,2017/05/25,C,L12,D,1992,9.51,10030464
-0.2928660232,53.63386548,2AD013,2017/05/25,C,L12,D,1992,9.69,10032642
-0.2936949084,53.62988874,2AD014,2017/05/25,C,L12,D,1992,10.47,10030465
-0.1468664098,53.60193063,2AH001,2017/05/25,C,L12,DT(0-40),1996,2.01,10039899
-0.1526434799,53.60273064,2AH002,2017/05/25,C,L12,D25,1996,1.85,10030466
-0.1581527474,53.60216585,2AH003,2017/05/25,C,L12,D25,1996,1.89,10039900
-0.1638692853,53.60069659,2AH004,2017/05/25,C,L12,D25,1996,1.95,10030467
-0.168303423,53.59918882,2AH005,2017/05/25,C,L12,D25,1996,1.76,10030468
-0.1740094316,53.59882036,2AH006,2020/04/02,C,L12,D,1996,2.35,10036733
-0.1801597467,53.59840119,2AH007,2020/04/02,C,L12,D25,1996,2.34,10021150
-0.1856874893,53.59760175,2AH008,2020/04/02,C,L12,D,1996,2.26,10034994
-0.1900656907,53.5969621,2AH009,2017/05/25,C,L12,D,1996,4.63,10030469
-0.1953129978,53.59620669,2AH010,2020/04/02,C,L12,D,1996,4.65,10030470
-0.2000357394,53.59551033,2AH011,2017/05/25,C,L12,D,1996,6.16,10030471
-0.2046846041,53.5948363,2AH012,2017/05/25,C,L12,D25,1996,5.27,10030472
-0.2117800944,53.59380716,2AH013,2017/05/25,C,L12,D25,1996,9.67,10021165
-0.2163930788,53.59314959,2AH014,2020/04/02,C,L12,D,1996,12.22,10033468
-0.2220654601,53.59230654,2AH015,2017/05/25,C,L12,D,1996,13.17,10030473
-0.227117045,53.59158103,2AH016,2017/05/25,C,L12,D25,1996,16.28,10021151
-0.2391040135,53.63919044,2AJ001,2020/04/02,C,L12,,1996,,10040366
-0.2411449219,53.64229834,2AJ002,2017/05/25,C,L12,,1996,,10033875
-0.2431775404,53.64542135,2AJ003,2017/05/25,C,L12,,1996,,10033876
-0.2452104402,53.64854433,2AJ004,2017/05/25,C,L12,,1996,,10040367
-0.2472369389,53.65166932,2AJ005,2017/05/25,C,L12,,1996,,10033877
-0.246051822,53.65526195,2AJ006,2017/05/25,C,L12,,1996,,10033879
-0.2485635871,53.65791509,2AJ007,2017/05/25,C,L12,,1996,,10033878
-0.2519394305,53.65830733,2AJ008,2017/05/25,C,L12,,1996,,10033880
-0.254610223,53.65743613,2AJ009,2017/05/25,C,L12,,1996,,10040368
-0.7218610906,53.64425508,2KN001,2017/05/25,C,L12,D55,1996,1.1,10030474
-0.7188815863,53.64694171,2KN002,2017/05/25,C,L12,D,1996,1.59,10030475
-0.7161748023,53.64939362,2KN003,2017/05/25,C,L12,D,1996,2.26,10030476
-0.7135928103,53.65171198,2KN004,2017/05/25,C,L12,D,1996,2.89,10037748
-0.7105963542,53.65438896,2KN005,2017/05/25,C,L12,D25,1996,2.52,10038554
-0.7075337206,53.65706975,2KN006,2017/05/25,C,L12,D,1996,2.83,10036734
-0.7050571745,53.65924425,2KN007,2017/05/25,C,L12,D30,1996,2.88,10039139
-0.7028221175,53.66195444,2KN008,2017/05/25,C,L12,D,1996,2.63,10021168
-0.7014294705,53.66364002,2KN009,2017/05/25,C,L12,D25,1996,2.78,10025317
-0.6987161221,53.66692647,2KN010,2020/04/02,C,L12,D,1996,2.72,10025318
-0.6971533478,53.66876749,2KN011,2017/05/25,C,L12,D55,1996,2.92,10039140
-0.6925729766,53.66893801,2KN012,2020/04/02,C,L12,D,1996,3.08,10036003
-0.683203059,53.66920612,2KN013,2020/04/02,C,L12,D,1996,3.99,10025319
-0.6780137394,53.66935409,2KN014,2020/04/02,C,L12,D,1996,61.7,10040526
-0.6727106149,53.66950414,2KN015,2017/05/25,C,L12,D25,1996,68.04,10025320
-0.6680025498,53.66990582,2KN016,2017/05/25,C,L12,D,1996,63.93,10021169
-0.663432603,53.67029266,2KN017,2017/05/25,C,L12,D,1996,59.17,10033012
-0.6584204576,53.67071628,2KN018,2017/05/25,C,L12,D,1996,52.68,10025321
-0.6533133686,53.67115191,2KN019,2017/05/25,C,L12,D,1996,47.57,10025322
-0.6484336105,53.67156075,2KN020,2017/05/25,C,L12,D,1996,43.06,10025323
-0.6435001638,53.67196922,2KN021,2017/05/25,C,L12,D,1996,38.4,10037195
-0.6394038281,53.67231869,2KN022,2017/05/25,C,L12,D,1996,32.81,10021163
-0.6346801495,53.67271344,2KN023,2017/05/25,C,L12,D25,1996,21.69,10021146
-0.6299196404,53.67256016,2KN024,2017/05/25,C,L12,D,1996,15.65,10025324
-0.6248477057,53.67239503,2KN025,2017/05/25,C,L12,D25,1996,8.21,10025325
-0.6213440932,53.67227652,2KN026,2017/05/25,C,L12,D25,1996,6,10021128
-0.614527215,53.67205308,2KN027,2017/05/25,C,L12,D,1996,18.16,10025326
-0.6092695846,53.67187614,2KN028,2017/05/25,C,L12,D25,1996,44.21,10036004
-0.60420854,53.67170666,2KN029,2017/05/25,C,L12,D,1996,42.66,10025327
-0.5983431487,53.67150868,2KN030,2017/05/25,C,L12,D,1996,35.23,10021145
-0.5933929349,53.6713769,2KN031,2020/04/02,C,L12,D,1996,27.42,10025328
-0.589031722,53.67119702,2KN032,2017/05/25,C,L12,D25,1996,22.28,10025329
-0.584815574,53.67111286,2KN033,2020/04/02,C,L12,D,1996,22.05,10030490
-0.5807971152,53.67098136,2KN034,2017/05/25,C,L12,D25,1996,18.06,10035430
-0.5756876748,53.67043157,2KN035,2020/04/02,C,L12,D,1996,9.99,10034995
-0.5706556925,53.66987585,2KN036,2020/04/02,C,L12,D,1996,6.39,10030491
-0.5661827867,53.66937219,2KN037,2017/05/25,C,L12,D,1996,4.24,10032643
-0.5607966742,53.66878242,2KN038,2017/05/25,C,L12,D,1996,1.4,10030492
-0.555925832,53.66824068,2KN039,2017/05/25,C,L12,D,1996,1.34,10030493
-0.5520330056,53.66780713,2KN040,2017/05/25,C,L12,D,1996,1.79,10039904
-0.5472107434,53.66727219,2KN041,2017/05/25,C,L12,D,1996,1.65,10030494
-0.5428155915,53.66678118,2KN042,2017/05/25,C,L12,D,1996,1.32,10036737
-0.5381475964,53.66626528,2KN043,2017/05/25,C,L12,D,1996,1.36,10030495
-0.5319039044,53.66558519,2KN044,2017/05/25,C,L12,D,1996,1.5,10030496
-0.5265168733,53.66498949,2KN045,2017/05/25,C,L12,D,1996,2.38,10030497
-0.5202672197,53.66429624,2KN046,2017/05/25,C,L12,D,1996,2.24,10021156
-0.5150612236,53.66372212,2KN047,2017/05/25,C,L12,D25,1996,5.96,10030498
-0.5110997841,53.66328494,2KN048,2020/04/02,C,L12,D,1996,14.58,10021166
-0.5050253302,53.6626198,2KN049,2017/05/25,C,L12,D,1996,53.98,10030499
-0.5016619892,53.66224796,2KN050,2017/05/25,C,L12,D,1996,77.91,10034996
-0.4978595455,53.66182396,2KN051,2017/05/25,C,L12,D25,1996,91.03,10030500
-0.4934450237,53.66140346,2KN052,2017/05/25,C,L12,D,1996,86.68,10021157
-0.4866643331,53.66077296,2KN053,2017/05/25,C,L12,D,1996,76.23,10039905
-0.4815121067,53.66028076,2KN054,2017/05/25,C,L12,D,1996,71.45,10030501
-0.4753890897,53.65969032,2KN055,2017/05/25,C,L12,D25,1996,63.92,10030502
-0.4695503921,53.65970275,2KN056,2017/05/25,C,L12,D,1996,67.19,10033470
-0.4642275201,53.65964628,2KN057,2017/05/25,C,L12,D,1996,62.35,10021158
-0.4593276514,53.65960593,2KN058,2020/04/02,C,L12,D,1996,61.65,10030503
-0.4544216879,53.65955902,2KN059,2017/05/25,C,L12,D25,1996,59.65,10039906
-0.4501860262,53.65868628,2KN060,2017/05/25,C,L12,D,1996,56.4,10040350
-0.4454446794,53.6576479,2KN061,2017/05/25,C,L12,D,1996,53.94,10030504
-0.441078089,53.65672451,2KN062,2017/05/25,C,L12,D,1996,49.23,10030505
-0.4365602429,53.65573489,2KN063,2017/05/25,C,L12,D25,1996,40.52,10030506
-0.4311935122,53.65459564,2KN064,2017/05/25,C,L12,D,1996,29.44,10021159
-0.4271691307,53.6537395,2KN065,2017/05/25,C,L12,D,1996,37.04,10036738
-0.4235056787,53.65295935,2KN066,2017/05/25,C,L12,D,1996,36.27,10030507
-0.4174621238,53.65165374,2KN067,2017/05/25,C,L12,D,1996,40.16,10030508
-0.4136581797,53.65084783,2KN068,2020/04/02,C,L12,D,1996,48.56,10035429
-0.4092234037,53.64991296,2KN069,2017/05/25,C,L12,D,1996,49.38,10030509
-0.405073285,53.64899807,2KN070,2017/05/25,C,L12,D25,1996,42.43,10030510
-0.4013227328,53.64820423,2KN071,2020/04/02,C,L12,D,1996,43.15,10030511
-0.3965421369,53.64717931,2KN072,2020/04/02,C,L12,D,1996,48.47,10030512
-0.3923337045,53.64625451,2KN073,2017/05/25,C,L12,D,1996,49.67,10030513
-0.3875509808,53.64522878,2KN074,2017/05/25,C,L12,D,1996,46.11,10040402
-0.3823544208,53.64409226,2KN075,2017/05/25,C,L12,D,1996,34.05,10036739
-0.3768042166,53.64294575,2KN076,2017/05/25,C,L12,D,1996,25.35,10033471
-0.371117606,53.64172473,2KN077,2020/04/02,C,L12,D,1996,23.9,10021160
-0.3655945056,53.64057181,2KN078,2017/05/25,C,L12,D,1996,29.27,10039907
-0.3616838967,53.63971646,2KN079,2017/05/25,C,L12,D,1996,32.7,10021173
-0.3572549241,53.63873997,2KN080,2017/05/25,C,L12,D,1996,32.87,10030514
-0.3520588191,53.63762341,2KN081,2017/05/25,C,L12,D25,1996,31.91,10030515
-0.3473633937,53.63625338,2KN082,2017/05/25,C,L12,D,1996,31.16,10030516
-0.3419555201,53.63466862,2KN083,2017/05/25,C,L12,D,1996,34.17,10021161
-0.3373472432,53.63332179,2KN084,2017/05/25,C,L12,D,1996,27.69,10030517
-0.3319101916,53.6317323,2KN085,2017/05/25,C,L12,D25,1996,25.4,10034058
-1.353258966,54.456298,2TW001,2020/04/02,C,L12,D55,2003,50.98,10040373
-1.355344848,54.45359684,2TW002,2017/05/25,C,L12,D10,2003,50.94,10033891
-1.357358839,54.45031067,2TW003,2017/05/25,C,L12,D,2003,50.15,10033892
-1.359327865,54.44709732,2TW004,2017/05/25,C,L12,D,2003,50.08,10040512
-1.361401842,54.44371214,2TW005,2017/05/25,C,L12,D,2003,50.22,10033893
-1.363372654,54.44049474,2TW006,2017/05/25,C,L12,D,2003,49.88,10033894
-1.365410594,54.43716723,2TW007,2017/05/25,C,L12,D10,2003,49.7,10033895
-1.366132404,54.43458975,2TW008,2017/05/25,C,L12,D10,2003,54.62,10033896
-1.3683081,54.43098868,2TW009,2017/05/25,C,L12,D,2003,49.77,10037206
-1.370304207,54.42768375,2TW010,2017/05/25,C,L12,D,2003,53.85,10033897
-1.372172661,54.42459018,2TW011,2017/05/25,C,L12,D,2003,58.38,10033898
-1.37448407,54.42076207,2TW012,2017/05/25,C,L12,D55,2003,62.64,10034640
-1.373666577,54.41824878,2TW013,2017/05/25,C,L12,D,2003,61.21,10040374
-1.37272724,54.41535934,2TW014,2017/05/25,C,L12,D,2003,58.43,10033899
-1.37170615,54.41222026,2TW015,2017/05/25,C,L12,D25,2003,67.69,10040375
-1.37223867,54.40881518,2TW016,2017/05/25,C,L12,D,2003,71.64,10033900
-1.372819264,54.40510119,2TW017,2017/05/25,C,L12,D,2003,67.72,10033901
-1.373312765,54.40194549,2TW018,2017/05/25,C,L12,D10,2003,64.08,10033902
-1.374264957,54.39879392,2TW019,2017/05/25,C,L12,D,2003,66.83,10033903
-1.375349661,54.39520352,2TW020,2017/05/25,C,L12,D,2003,70.2,10037309
-1.376359274,54.39186088,2TW021,2017/05/25,C,L12,D,2003,69.84,10033904
-1.377375061,54.38849756,2TW022,2017/05/25,C,L12,D,2003,65.46,10033905
-1.378390263,54.38513444,2TW023,2017/05/25,C,L12,D,2003,59.98,10033906
-1.37909852,54.38278897,2TW024,2017/05/25,C,L12,D,2003,59.1,10040376
-1.380127826,54.37937877,2TW025,2017/05/25,C,L12,D25,2003,58.23,10033907
-1.379091546,54.37575764,2TW026,2020/04/02,C,L12,D,2003,55.27,10033908
-1.378227146,54.37268715,2TW027,2017/05/25,C,L12,D,2003,53.71,10033909
-1.377394467,54.36975524,2TW028,2017/05/25,C,L12,D,2003,53.56,10033910
-1.376465506,54.36648359,2TW029,2017/05/25,C,L12,D,2003,59.43,10033911
-1.375589549,54.36339828,2TW030,2017/05/25,C,L12,D55,2003,89.68,10037207
-1.371998547,54.36113899,2TW031,2017/05/25,C,L12,D,2003,87.51,10033912
-1.368909577,54.35919509,2TW032,2017/05/25,C,L12,D,2003,82.04,10033913
-1.36459015,54.3564851,2TW033,2020/04/02,C,L12,D,2003,71.58,10033914
-1.361688394,54.35464949,2TW034,2017/05/25,C,L12,D,2003,83.35,10034641
-1.359033421,54.352978,2TW035,2017/05/25,C,L12,D,2003,78.9,10040377
-1.355698783,54.35087828,2TW036,2017/05/25,C,L12,D55,2003,65.14,10033915
-1.356390803,54.34789196,2TW037,2020/04/02,C,L12,D,2003,65.41,10033916
-1.35709783,54.34487483,2TW038,2017/05/25,C,L12,D,2003,62.94,10033917
-1.35777915,54.34192563,2TW039,2020/04/02,C,L12,D,2003,74.51,10033918
-1.358567659,54.33855098,2TW040,2020/04/02,C,L12,D,2003,74.82,10037208
-1.359203786,54.3358356,2TW041,2017/05/25,C,L12,D,2003,71.45,10034642
-1.36009958,54.33198879,2TW042,2017/05/25,C,L12,D,2003,74.26,10040378
-1.360846616,54.32878082,2TW043,2017/05/25,C,L12,D10,2003,73.3,10034038
-1.361582508,54.32561969,2TW044,2017/05/25,C,L12,D,2003,70.49,10033919
-1.362353514,54.32230713,2TW045,2017/05/25,C,L12,D,2003,71.97,10033920
-1.363099684,54.31910139,2TW046,2017/05/25,C,L12,D,2003,69.78,10033921
-1.363810188,54.31604805,2TW047,2017/05/25,C,L12,D,2003,66.65,10033922
-1.364557344,54.3128371,2TW048,2017/05/25,C,L12,D25,2003,61.37,10033923
-1.36372903,54.31006585,2TW049,2017/05/25,C,L12,D,2003,56.1,10033924
-1.362786036,54.30691083,2TW050,2017/05/25,C,L12,D,2003,52.32,10034643
-1.361664017,54.3031549,2TW051,2017/05/25,C,L12,D,2003,51.61,10033925
-1.360897691,54.30058993,2TW052,2017/05/25,C,L12,D25,2003,51.1,10034687
-1.358698606,54.29769656,2TW053,2017/05/25,C,L12,D,2003,52.89,10037209
-1.356398262,54.2946696,2TW054,2017/05/25,C,L12,D,2003,56.72,10033926
-1.354126531,54.29168034,2TW055,2017/05/25,C,L12,D25,2003,57.56,10033927
-1.350905602,54.2887841,2TW056,2017/05/25,C,L12,D,2003,62.48,10040379
-1.347965698,54.28613972,2TW057,2017/05/25,C,L12,D25,2003,61.64,10033928
-1.346212672,54.28306264,2TW058,2017/05/25,C,L12,D,2003,55.11,10034644
-1.344693942,54.28039623,2TW059,2017/05/25,C,L12,D,2003,54.26,10033929
-1.343284273,54.27792064,2TW060,2017/05/25,C,L12,D,2003,51.13,10040380
-1.341483344,54.27475716,2TW061,2017/05/25,C,L12,D,2003,51.38,10033930
-1.339833113,54.27185862,2TW062,2017/05/25,C,L12,LD,2003,46.89,10040381
-1.338440235,54.26941155,2TW063,2017/05/25,C,L12,LD,2003,46.04,10033931
-1.337294027,54.26739764,2TW064,2017/05/25,C,L12,LD30,2003,45.81,10033932
-1.334780238,54.26513845,2TW065,2017/05/25,C,L12,LD,2003,51.56,10034645
-1.332167624,54.26279007,2TW066,2017/05/25,C,L12,LD30,2003,46.21,10033933
-1.330402721,54.26046697,2TW067,2017/05/25,C,L12,LD,2003,45.77,10033934
-1.328410686,54.25784505,2TW068,2017/05/25,C,L12,LD,2003,52.28,10040382
-1.326877743,54.25582707,2TW069,2017/05/25,C,L12,LD,2003,52.7,10033935
-1.325100297,54.25348672,2TW070,2017/05/25,C,L12,LD,2003,49.28,10033936
-1.323524207,54.25141168,2TW071,2017/05/25,C,L12,LD,2003,41.89,10033937
-1.321560688,54.24882584,2TW072,2017/05/25,C,L12,LD30,2003,45.1,10033938
-1.321660844,54.24597451,2TW073,2017/05/25,C,L12,LD,2003,39.28,10034039
-1.321744287,54.24359346,2TW074,2017/05/25,C,L12,LD,2003,39.71,10040383
-1.321816447,54.2415371,2TW075,2017/05/25,C,L12,LD,2003,45.02,10040384
-1.321900657,54.23913818,2TW076,2017/05/25,C,L12,LD,2003,44.83,10040867
-1.32199465,54.23646072,2TW077,2017/05/25,C,L12,LD,2003,39.03,10033939
-1.322080627,54.23400965,2TW078,2017/05/25,C,L12,LD30,2003,36.3,10033940
-1.321350384,54.23150438,2TW079,2017/05/25,C,L12,D,2003,35.32,10033941
-1.32073062,54.22937838,2TW080,2017/05/25,C,L12,D,2003,33.36,10034646
-1.319990355,54.22683739,2TW081,2017/05/25,C,L12,D55,2003,32.72,10033942
-1.322454852,54.22491079,2TW082,2017/05/25,C,L12,D,2003,33.78,10033943
-1.324938773,54.22296892,2TW083,2017/05/25,C,L12,D,2003,31.59,10033944
-1.327320574,54.22110655,2TW084,2017/05/25,C,L12,D,2003,31.39,10033945
-1.330052294,54.21897037,2TW085,2017/05/25,C,L12,D,2003,30.85,10037210
-1.333104787,54.21658277,2TW086,2017/05/25,C,L12,D10,2003,27,10033946
-1.334887195,54.21449942,2TW087,2017/05/25,C,L12,D,2003,31.35,10033947
-1.336633441,54.21245776,2TW088,2017/05/25,C,L12,D55,2003,30.98,10034647
-1.334309322,54.21009921,2TW089,2017/05/25,C,L12,D,2003,27.6,10040385
-1.331778329,54.20753128,2TW090,2017/05/25,C,L12,D,2003,29.41,10033948
-1.329477525,54.20519679,2TW091,2017/05/25,C,L12,D,2003,29.26,10033949
-1.326981934,54.20266432,2TW092,2017/05/25,C,L12,D,2003,28.87,10040386
-1.325044645,54.20069821,2TW093,2017/05/25,C,L12,D25,2003,27.81,10033950
-1.323450096,54.19808586,2TW094,2017/05/25,C,L12,D,2003,27.65,10033951
-1.321914674,54.1955705,2TW095,2017/05/25,C,L12,D,2003,26.9,10037211
-1.320422027,54.1931245,2TW096,2017/05/25,C,L12,D,2003,26.98,10034648
-1.318873582,54.19058655,2TW097,2017/05/25,C,L12,D,2003,26.87,10033952
-1.317348466,54.18808693,2TW098,2017/05/25,C,L12,D,2003,26.66,10033953
-1.315934125,54.18576828,2TW099,2017/05/25,C,L12,D,2003,26.12,10033954
-1.3143857,54.18323,2TW100,2017/05/25,C,L12,D,2003,26.35,10033955
-1.313121151,54.18115628,2TW101,2017/05/25,C,L12,D10,2003,26.37,10033956
-1.312452578,54.1790543,2TW102,2017/05/25,C,L12,D,2003,26.55,10033957
-1.311584593,54.17632466,2TW103,2017/05/25,C,L12,D,2003,29.72,10037310
-1.311052474,54.17465018,2TW104,2017/05/25,C,L12,D10,2003,30.54,10033958
-1.310688138,54.17263586,2TW105,2017/05/25,C,L12,LD,2003,27.72,10033959
-1.310338188,54.17069989,2TW106,2017/05/25,C,L12,LD,2003,27.9,10033960
-1.310047061,54.16908957,2TW107,2017/05/25,C,L12,D10,2003,28.27,10033961
-1.309580873,54.16651206,2TW108,2017/05/25,C,L12,D,2003,26.94,10033962
-1.309006033,54.16333043,2TW109,2017/05/25,C,L12,D,2003,29.41,10033963
-1.308456888,54.1602921,2TW110,2017/05/25,C,L12,D,2003,25.47,10033964
-1.30789149,54.15716419,2TW111,2017/05/25,C,L12,D,2003,23.74,10034649
-1.30731944,54.15399719,2TW112,2017/05/25,C,L12,D,2003,23.77,10040387
-1.306685389,54.15048813,2TW113,2017/05/25,C,L12,D25,2003,24.45,10033965
-1.303914768,54.14779286,2TW114,2017/05/25,C,L12,D,2003,24.16,10033966
-1.30126453,54.14521557,2TW115,2017/05/25,C,L12,D,2003,25.54,10037212
-1.298339559,54.14237062,2TW116,2017/05/25,C,L12,D,2003,22.65,10033967
-1.295965866,54.14006134,2TW117,2017/05/25,C,L12,D,2003,21.81,10033968
-1.293673353,54.13783065,2TW118,2017/05/25,C,L12,D,2003,20.41,10034650
-1.291143795,54.13536925,2TW119,2017/05/25,C,L12,D,2003,18.11,10040388
-1.288539557,54.13283477,2TW120,2017/05/25,C,L12,D,2003,19.15,10033969
-1.286318116,54.13067249,2TW121,2017/05/25,C,L12,D10,2003,18.14,10033970
-1.282659033,54.1278591,2TW122,2017/05/25,C,L12,D,2003,17.98,10033971
-1.278459471,54.12462949,2TW123,2017/05/25,C,L12,D,2003,18.38,10033972
-1.275024647,54.12198762,2TW124,2017/05/25,C,L12,D,2003,18.17,10033973
-1.271811154,54.11951559,2TW125,2017/05/25,C,L12,D,2003,19.57,10037213
-1.26851378,54.11697863,2TW126,2017/05/25,C,L12,D,2003,21.21,10034040
-1.265496359,54.11465661,2TW127,2017/05/25,C,L12,D,2003,20.54,10034651
-1.262525527,54.11237021,2TW128,2017/05/25,C,L12,D,2003,20.28,10033974
-1.259552003,54.11008152,2TW129,2017/05/25,C,L12,D,2003,21.33,10040389
-1.255688169,54.10710699,2TW130,2017/05/25,C,L12,D55,2003,19.39,10033975
-1.250213409,54.10592291,2TW131,2017/05/25,C,L12,D,2003,17.46,10033976
-1.244042265,54.10458773,2TW132,2017/05/25,C,L12,D,2003,13.02,10033977
-1.240302913,54.10377845,2TW133,2017/05/25,C,L12,D,2003,16.56,10033978
-1.233845949,54.10237896,2TW134,2017/05/25,C,L12,D,2003,15.37,10033979
-1.228680509,54.10126222,2TW135,2017/05/25,C,L12,D,2003,15.88,10034652
-1.223296638,54.10009613,2TW136,2017/05/25,C,L12,D,2003,15.99,10033980
-1.219090451,54.09918498,2TW137,2017/05/25,C,L12,D10,2003,16.92,10037214
-1.21556255,54.09829549,2TW138,2017/05/25,C,L12,D,2003,17.38,10033981
-1.211954717,54.09738598,2TW139,2017/05/25,C,L12,D,2003,17.95,10040390
-1.20848519,54.09651119,2TW140,2017/05/25,C,L12,D,2003,18.18,10033982
-1.205470525,54.09575112,2TW141,2017/05/25,C,L12,D,2003,19.22,10033983
-1.201586713,54.09477151,2TW142,2017/05/25,C,L12,D,2003,18.93,10034653
-1.198147152,54.09390395,2TW143,2017/05/25,C,L12,D,2003,19.17,10033984
-1.194774669,54.09305302,2TW144,2017/05/25,C,L12,D10,2003,19.54,10033985
-1.191224079,54.09185021,2TW145,2017/05/25,C,L12,D,2003,20.59,10040391
-1.187594819,54.09062073,2TW146,2017/05/25,C,L12,D,2003,20.19,10033986
-1.184019211,54.08940901,2TW147,2017/05/25,C,L12,D,2003,20.81,10033987
-1.180450573,54.08820885,2TW148,2020/04/02,C,L12,D,2003,20.91,10033988
-1.176381616,54.08682042,2TW149,2017/05/25,C,L12,D,2003,21.21,10033989
-1.172595871,54.08553691,2TW150,2017/05/25,C,L12,D,2003,21.49,10034654
-1.168882008,54.08427767,2TW151,2017/05/25,C,L12,D25,2003,20.66,10033990
-1.165848518,54.08187648,2TW152,2017/05/25,C,L12,D,2003,18.94,10040392
-1.162419918,54.0791621,2TW153,2017/05/25,C,L12,D,2003,20.46,10033991
-1.15902157,54.0764709,2TW154,2017/05/25,C,L12,D,2003,22.01,10033992
-1.155793636,54.07391443,2TW155,2017/05/25,C,L12,D,2003,22.38,10033993
-1.15304204,54.07173486,2TW156,2017/05/25,C,L12,D,2003,20.23,10033994
-1.150578036,54.0697829,2TW157,2017/05/25,C,L12,D,2003,17.43,10034655
-1.147434817,54.06729268,2TW158,2017/05/25,C,L12,D55,2003,19.48,10033995
-1.146569576,54.06378269,2TW159,2017/05/25,C,L12,D,2003,17.02,10033996
-1.145833409,54.06079608,2TW160,2017/05/25,C,L12,D,2003,17.07,10033997
-1.145078551,54.05773295,2TW161,2017/05/25,C,L12,D,2003,15.38,10037215
-1.144234009,54.05430677,2TW162,2017/05/25,C,L12,D,2003,15.64,10033998
-1.1434346,54.05106213,2TW163,2017/05/25,C,L12,D,2003,16.3,10040393
-1.142673419,54.04797196,2TW164,2017/05/25,C,L12,D25,2003,17.5,10033999
-1.142890854,54.04493327,2TW165,2017/05/25,C,L12,D,2003,15.06,10034656
-1.143129717,54.04168149,2TW166,2017/05/25,C,L12,D,2003,14.92,10034000
-1.143343626,54.03877182,2TW167,2017/05/25,C,L12,D,2003,14.65,10034657
-1.143598501,54.03529938,2TW168,2017/05/25,C,L12,D10,2003,14.68,10034001
-1.143064244,54.0328826,2TW169,2017/05/25,C,L2,D90,2003,14.66,10037217
-1.129675595,54.56545488,2TX001,2017/05/25,C,L12,DT,2003,40.63,10034002
-1.12830388,54.56320962,2TX002,2017/05/25,C,L12,D10,2003,49.05,10034003
-1.126253557,54.56054517,2TX003,2017/05/25,C,L12,D90,2003,93.3,10037216
-1.129013233,54.55864497,2TX004,2017/05/25,C,L12,D,2003,106.81,10040394
-1.132586563,54.55618436,2TX005,2017/05/25,C,L12,D,2003,97.01,10034004
