X,Y,TOWER_ASSE,ACTION_DTT,STATUS,LINE_SERIE,TOWER_CONS,YEAR_OF_IN,TOWER_HEIG,GDO_GID
-2.892904247,51.82664615,4YU136,2017/05/25,C,L6,D,1967,86.75,10023521
-2.897991102,51.82413482,4YU137,2017/05/25,C,L6,D,1967,68.02,10023520
-2.901757115,51.8223527,4YU138,2017/05/25,C,L6,D,1967,72,10034343
-2.905722313,51.82038911,4YU139,2017/05/25,C,L6,D,1967,66.22,10023519
-2.910438018,51.81808227,4YU140,2020/04/02,C,L6,D,1967,62.34,10019986
-2.914830724,51.81593985,4YU141,2017/05/25,C,L6,D,1967,63.9,10023518
-2.919298055,51.81375609,4YU142,2017/05/25,C,L6,D,1967,66.4,10023517
-2.923563373,51.81164567,4YU143,2017/05/25,C,L6,D,1967,71.03,10038886
-2.927748175,51.80964404,4YU144,2020/11/02,C,L6,D60,1967,70.43,10035750
-2.932974377,51.81007885,4YU145,2017/05/25,C,L6,D60,1967,73.31,10023516
-2.936802945,51.81283577,4YU146,2017/05/25,C,L6,D30,1967,85.25,10034344
-2.941727861,51.81457675,4YU147,2017/05/25,C,L6,D,1967,81.4,10032846
-2.945981032,51.81609779,4YU148,2020/04/02,C,L6,D,1967,85.24,10023515
-2.950018712,51.81752832,4YU149,2020/04/08,C,L6,D60,1967,89.07,10019987
-2.955794773,51.81653588,4YU150,2020/04/02,C,L6,D,1967,104.21,10034907
-2.961232888,51.81562386,4YU151,2017/05/25,C,L6,D,1967,130.92,10023514
-2.966638599,51.81468943,4YU152,2017/05/25,C,L6,D,1967,162.62,10037425
-2.971177704,51.81394173,4YU153,2017/05/25,C,L6,D,1967,162.28,10023513
-2.975802514,51.81313919,4YU154,2017/05/25,C,L6,D30,1967,153.37,10023512
-2.980968082,51.81252978,4YU155,2017/05/25,C,L6,D,1967,174.59,10038885
-2.985295055,51.81205304,4YU156,2017/05/25,C,L6,D,1967,184.54,10034345
-2.988679617,51.81160205,4YU157,2017/05/25,C,L6,D30,1967,162.66,10023511
-2.994532356,51.81191238,4YU158,2017/05/25,C,L6,D,1967,139.44,10035749
-2.997409068,51.81208464,4YU159,2020/04/02,C,L6,D60,1967,140.15,10037424
-3.000666595,51.81084693,4YU160,2020/04/02,C,L6,D,1967,111.9,10023510
-3.004170041,51.80955568,4YU161,2017/05/25,C,L6,D,1967,83.4,10023509
-3.008542704,51.80789981,4YU162,2017/05/25,C,L6,D60,1967,67.37,10023508
-3.012985377,51.8093812,4YU163,2017/05/25,C,L6,D,1967,53.2,10037423
-3.018494551,51.81118587,4YU164,2017/05/25,C,L6,D,1967,45.21,10023507
-3.023183388,51.81280865,4YU165,2020/10/19,C,L6,D,1967,49.04,10023506
-3.026819253,51.81402901,4YU166,2020/04/02,C,L6,D,1967,54.2,10019274
-3.030595249,51.81529455,4YU167,2020/04/08,C,L6,D30,1967,55.44,10040220
-3.034123955,51.81587729,4YU168,2020/04/02,C,L6,D,1967,53.69,10023505
-3.039991505,51.81682425,4YU169,2017/05/25,C,L6,D30,1967,66.69,10035748
-3.043788085,51.81788757,4YU170,2017/05/25,C,L6,D,1967,77.93,10020827
-3.048270978,51.81913347,4YU171,2017/05/25,C,L6,D,1967,78.87,10023504
-3.052675002,51.82034739,4YU172,2020/04/02,C,L6,D30,1967,75.91,10018883
-3.058175715,51.82114623,4YU173,2020/04/02,C,L6,D,1967,72.77,10023503
-3.062886931,51.82185253,4YU174,2017/05/25,C,L6,D,1967,75.07,10020519
-3.06761866,51.82253796,4YU175,2017/05/25,C,L6,D30,1967,75.35,10023502
-3.073586473,51.82150355,4YU176,2017/05/25,C,L6,D,1967,98.27,10038884
-3.078585995,51.82063957,4YU177,2017/05/25,C,L6,D,1967,115.1,10023501
-3.084148227,51.8196533,4YU178,2017/05/25,C,L6,D,1967,152.37,10040849
-3.08898843,51.81881731,4YU179,2017/05/25,C,L6,D30,1967,170.56,10023500
-3.094217606,51.81837393,4YU180,2020/04/08,C,L6,D,1967,210.73,10023499
-3.100164502,51.81787527,4YU181,2020/04/02,C,L6,D30,1967,218.27,10035747
-3.104586212,51.81644666,4YU182,2020/04/02,C,L6,D,1967,251.28,10033668
-3.108356631,51.81525549,4YU183,2017/05/25,C,L6,D,1967,257.44,10038883
-3.111465338,51.81424605,4YU184,2017/05/25,C,L6,D60,1967,236.71,10023498
-3.112690286,51.81212194,4YU185,2020/04/02,C,L6,D,1967,262.59,10023497
-3.114110354,51.80973422,4YU186,2017/05/25,C,L6,D,1967,251.75,10037186
-3.115776357,51.80692015,4YU187,2020/10/19,C,L6,D30,1967,256.57,10038882
-3.118288095,51.80554798,4YU188,2020/04/02,C,L6,D,1967,293.09,10038881
-3.120750085,51.80419434,4YU189,2020/04/02,C,L6,D30,1967,330.73,10035343
-3.121885812,51.80211355,4YU190,2020/10/19,C,L6,D,1967,360.27,10023496
-3.122828373,51.80040775,4YU191,2017/05/25,C,L6,D60,1967,397.69,10035746
-3.125675264,51.80007536,4YU192,2020/04/02,C,L6,D,1967,395.58,10023495
-3.128870365,51.79968778,4YU193,2020/04/02,C,L6,D,1967,393.59,10038880
-3.132343498,51.79926762,4YU194,2020/04/02,C,L6,D30,1967,372.59,10023494
-3.136304842,51.79991206,4YU195,2020/04/02,C,L6,D30,1967,374.22,10018747
-3.138969137,51.80154245,4YU196,2020/10/21,C,L6,D30,1967,326.47,10038879
-3.142918389,51.80286654,4YU197,2017/05/25,C,L6,D,1967,318.81,10023493
-3.145781178,51.80380352,4YU198,2020/10/07,C,L6,D60,1967,294.27,10019278
-3.146071298,51.80652242,4YU199,2017/05/25,C,L6,D60,1967,314.19,10023492
-3.149428343,51.8079193,4YU200,2017/05/25,C,L6,D,1967,341.2,10032845
-3.152742087,51.80931653,4YU201,2017/05/25,C,L6,D30,1967,357.69,10038878
-3.155856236,51.81027505,4YU202,2017/05/25,C,L6,D,1967,383.04,10019994
-3.158324475,51.81103251,4YU203,2020/04/02,C,L6,D,1967,407.72,10035745
-3.161398693,51.81201879,4YU204,2017/05/25,C,L6,D,1967,419.21,10020826
-3.164980785,51.81310732,4YU205,2017/05/25,C,L6,D,1967,432.14,10023491
-3.16826812,51.81412397,4YU206,2020/04/02,C,L6,D,1967,444.81,10023490
-3.171547141,51.8151462,4YU207,2017/05/25,C,L6,D,1967,450.14,10023489
-3.174253445,51.81600941,4YU208,2017/05/25,C,L6,D,1967,459.42,10037422
-3.177294622,51.81691417,4YU209,2017/05/25,C,L6,D60,1967,464.77,10023488
-3.180821855,51.81642925,4YU210,2017/05/25,C,L6,D,1967,454.29,10032844
-3.184016129,51.81597456,4YU211,2017/05/25,C,L6,D,1967,439.69,10023487
-3.187451794,51.81547786,4YU212,2020/04/02,C,L6,D,1967,426.39,10019995
-3.191372672,51.81492022,4YU213,2017/05/25,C,L6,D,1967,423.26,10023486
-3.194333481,51.81449707,4YU214,2020/04/02,C,L6,D,1967,425.42,10023485
-3.197616435,51.81403859,4YU215,2017/05/25,C,L6,D,1967,420.77,10035744
-3.201165889,51.81352103,4YU216,2020/04/02,C,L6,D,1967,421.36,10023484
-3.204293359,51.81308926,4YU217,2017/05/25,C,L6,D,1967,419.96,10034350
-3.207733233,51.81261341,4YU218,2017/05/25,C,L6,D,1967,413.58,10023483
-3.211215577,51.81210105,4YU219,2017/05/25,C,L6,D,1967,409.23,10023482
-3.214623731,51.81159741,4YU220,2020/04/02,C,L6,D,1967,397.54,10023481
-3.21827694,51.8110767,4YU221,2020/04/02,C,L6,D,1967,409.06,10023480
-3.220969925,51.81071441,4YU222,2017/05/25,C,L6,D,1967,419.82,10040598
-3.223542006,51.81034601,4YU223,2017/05/25,C,L6,D,1967,426.77,10023479
-3.226389088,51.8099567,4YU224,2017/05/25,C,L6,D30,1967,434.04,10023478
-3.228909399,51.8086162,4YU225,2017/05/25,C,L6,DJT,1995,435.66,10035743
-3.228024689,51.8084343,4YU225A,2020/04/02,C,L6,,1995,426.8,10032219
-3.227327171,51.8085196,4YU225B,2020/04/02,C,L6,,1995,,10032220
-3.232152287,51.80692925,4YU226,2017/05/25,C,L6,D,1967,423.91,10018882
-3.234654578,51.80559922,4YU227,2020/04/02,C,L6,D,1967,421.69,10023477
-3.23744313,51.80415826,4YU228,2017/05/25,C,L6,D,1967,417.56,10023476
-3.240275074,51.80270775,4YU229,2017/05/25,C,L6,D,1967,414.67,10019981
-3.243205117,51.80113926,4YU230,2017/05/25,C,L6,D,1967,412.98,10032843
-3.245983319,51.79969916,4YU231,2020/04/02,C,L6,D,1967,417.99,10040895
-3.24901247,51.79812171,4YU232,2020/04/02,C,L6,D,1967,409.28,10023475
-3.251970469,51.79662235,4YU233,2017/05/25,C,L6,D,1967,396.56,10020518
-3.254957504,51.79504393,4YU234,2017/05/25,C,L6,D30,1967,391.66,10023474
-3.257427931,51.79471183,4YU235,2017/05/25,C,L6,D,1967,385.26,10023473
-3.261417407,51.79419871,4YU236,2020/04/02,C,L6,D30,1967,353.47,10023472
-3.264608065,51.79333197,4YU237,2020/04/02,C,L6,D,1967,364.38,10040673
-3.268123314,51.79242103,4YU238,2017/05/25,C,L6,D,1967,383.68,10038251
-3.270511443,51.79174783,4YU239,2017/05/25,C,L6,D,1967,395.12,10023471
-3.274166239,51.79074616,4YU240,2017/05/25,C,L6,D,1967,401.92,10032842
-3.277661932,51.78976408,4YU241,2017/05/25,C,L6,D,1967,404.51,10023470
-3.280928863,51.78890128,4YU242,2017/05/25,C,L6,D,1967,412.6,10019982
-3.283936553,51.78810417,4YU243,2017/05/25,C,L6,D,1967,416.68,10023469
-3.287230699,51.78718695,4YU244,2017/05/25,C,L6,D,1967,416.07,10023468
-3.290497001,51.7863149,4YU245,2017/05/25,C,L6,D,1967,411.28,10023467
-3.293644185,51.78542864,4YU246,2020/04/02,C,L6,D,1967,390.38,10038877
-3.297171308,51.78447005,4YU247,2017/05/25,C,L6,D30,1967,367.4,10023466
-3.299415819,51.7831119,4YU248,2020/04/02,C,L6,D,1967,351.23,10040672
-3.302601351,51.78121794,4YU249,2017/05/25,C,L6,D,1967,354.96,10023465
-3.305279726,51.77958771,4YU250,2017/05/25,C,L6,D30,1967,375.52,10038876
-3.307045996,51.77760246,4YU251,2020/04/02,C,L6,D,1967,373.9,10023464
-3.30863435,51.7757829,4YU252,2017/05/25,C,L6,D,1967,358.05,10023463
-3.310444803,51.77373057,4YU253,2017/05/25,C,L6,D,1967,342.35,10023462
-3.312091819,51.77191751,4YU254,2020/04/02,C,L6,D,1967,342.97,10038875
-3.313840964,51.76988909,4YU255,2017/05/25,C,L6,D,1967,348.24,10040671
-3.315718271,51.76782987,4YU256,2020/04/02,C,L6,D,1967,356.21,10023461
-3.317303897,51.76604692,4YU257,2020/04/02,C,L6,D,1967,366.22,10032841
-3.318530972,51.7646649,4YU258,2020/04/02,C,L6,D,1967,367.8,10020516
-3.319651563,51.7633858,4YU259,2017/05/25,C,L6,D,1967,383.47,10033669
-3.321632086,51.76116819,4YU260,2020/11/02,C,L6,D30,1967,401.77,10035257
-3.322500283,51.75871399,4YU261,2017/05/25,C,L6,D,1967,430.84,10023460
-3.323255228,51.75678128,4YU262,2017/05/25,C,L6,D30,1967,433.81,10038874
-3.325361532,51.75498619,4YU263,2017/05/25,C,L6,D,1967,424.63,10040894
-3.326885983,51.75361126,4YU264,2017/05/25,C,L6,D,1967,417.51,10023459
-3.329672557,51.75123243,4YU265,2020/10/07,C,L6,D,1967,399.23,10023458
-3.331291628,51.74982422,4YU266,2020/04/02,C,L6,D,1967,387.58,10038873
-3.333243527,51.7481084,4YU267,2017/05/25,C,L6,D,1967,377.06,10023457
-3.335470261,51.74619112,4YU268,2020/04/02,C,L6,D,1967,368.17,10020824
-3.337381442,51.74450073,4YU269,2017/05/25,C,L6,D,1967,364.65,10032840
-3.339689696,51.74252284,4YU270,2020/04/02,C,L6,D,1967,364.18,10035742
-3.341746348,51.74075544,4YU271,2017/05/25,C,L6,D,1967,366.78,10038872
-3.343454032,51.73924333,4YU272,2017/05/25,C,L6,D30,1967,351.03,10023456
-3.346374465,51.73809495,4YU273,2017/05/25,C,L6,D,1967,328.6,10019983
-3.349367937,51.73697264,4YU274,2017/05/25,C,L6,D,1967,298.79,10023455
-3.352447303,51.73582229,4YU275,2017/05/25,C,L6,D,1967,266.21,10037421
-3.355439095,51.73465488,4YU276,2017/05/25,C,L6,D,1967,239.12,10023454
-3.358990715,51.73332806,4YU277,2017/05/25,C,L6,D30,1967,229.16,10034056
-3.362951617,51.73261681,4YU278,2017/05/25,C,L6,D,1967,204.71,10038871
-3.367243703,51.73184762,4YU279,2017/05/25,C,L6,D30,1967,162.52,10038870
-3.37209773,51.7309908,4YU280,2017/05/25,C,L6,D,1967,155.66,10020365
-3.377254723,51.73010324,4YU281,2017/05/25,C,L6,DJT,1969,177.22,10035741
-3.384114719,51.72998669,4YU282,2017/05/25,C,L6,D,1969,211.4,10023453
-3.388817944,51.72989518,4YU283,2017/05/25,C,L6,D,1969,226.53,10023452
-3.394028594,51.72982443,4YU284,2017/05/25,C,L6,D,1969,252.04,10018871
-3.398051464,51.72974063,4YU285,2017/05/25,C,L6,D,1969,280.48,10034351
-3.400813924,51.72967599,4YU286,2020/04/02,C,L6,D,1969,310.52,10035247
-3.404071842,51.72963277,4YU287,2017/05/25,C,L6,D,1969,347.37,10023451
-3.40741495,51.7295747,4YU288,2017/05/25,C,L6,D,1969,371.97,10020232
-3.41118734,51.72948559,4YU289,2020/04/02,C,L6,D30,1969,380.09,10019367
-3.414462977,51.72864447,4YU290,2020/04/02,C,L6,D,1969,356.26,10038869
-3.417746426,51.72780003,4YU291,2020/04/02,C,L6,D,1969,296.9,10019875
-3.422453407,51.72660587,4YU292,2017/05/25,C,L6,D,1969,248.06,10040219
-3.427954823,51.72520831,4YU293,2017/05/25,C,L6,D,1969,218.04,10038868
-3.432852336,51.72395272,4YU294,2017/05/25,C,L6,D60,1969,199.77,10023450
-3.436985907,51.72555673,4YU295,2017/05/25,C,L6,D,1969,200.38,10023449
-3.441339673,51.72724784,4YU296,2017/05/25,C,L6,D,1969,194.52,10035740
-3.446604611,51.72935019,4YU297,2017/05/25,C,L6,D60,1969,190.74,10023448
-3.447568427,51.73187404,4YU298,2017/05/25,C,L6,D,1969,205.45,10023447
-3.448574687,51.73456933,4YU299,2020/04/02,C,L6,D,1969,215.31,10034352
-3.449545458,51.73709192,4YU300,2017/05/25,C,L6,D30,1969,233.5,10019126
-3.45109671,51.73940166,4YU301,2017/05/25,C,L6,D,1969,242.98,10018805
-3.453024857,51.74216529,4YU302,2017/05/25,C,L6,D60,1969,266.48,10023446
-3.45623937,51.74258408,4YU303,2017/05/25,C,L6,D30,1969,251.05,10037062
-3.46243413,51.74308305,4YU304,2020/04/02,C,L6,D,1969,228.18,10023445
-3.46761357,51.743513,4YU305,2020/04/02,C,L6,D,1969,226.36,10038867
-3.47215647,51.74388924,4YU306,2020/04/02,C,L6,D,1969,218.19,10023444
-3.477560237,51.74435007,4YU307,2017/05/25,C,L6,D,1969,204.17,10035739
-3.483389898,51.74482026,4YU308,2020/04/02,C,L6,D,1969,218.88,10023443
-3.488758775,51.74527875,4YU309,2017/05/25,C,L6,D,1969,244.25,10023442
-3.493812579,51.74568384,4YU310,2020/10/19,C,L6,D,1969,249.03,10023441
-3.499142728,51.74609088,4YU311,2017/05/25,C,L6,D30,1969,239.25,10023440
-3.504641204,51.7463443,4YU312,2017/05/25,C,L6,D,1969,221.43,10023439
-3.510051053,51.74654464,4YU313,2017/05/25,C,L6,D,1969,200.85,10035385
-3.514137409,51.74671153,4YU314,2020/04/02,C,L6,D,1969,204,10023438
-3.520465141,51.74694084,4YU315,2017/05/25,C,L6,D,1969,200.2,10023437
-3.525977673,51.74717507,4YU316,2017/05/25,C,L6,D,1969,211.67,10033754
-3.530664309,51.74740183,4YU317,2017/05/25,C,L6,D,1969,215.93,10035738
-3.535429205,51.74754412,4YU318,2020/04/02,C,L6,D,1969,204.76,10023436
-3.540614444,51.74777528,4YU319,2017/05/25,C,L6,D,1969,210.83,10023435
-3.54529038,51.74792818,4YU320,2020/04/02,C,L6,D,1969,209.01,10037420
-3.547948297,51.7480307,4YU321,2020/04/02,C,L6,L12 DT,1969,205.65,10032839
-3.552480708,51.74821135,4YU322,2020/04/22,C,L6,D,1969,204,10019598
-3.555815665,51.74834824,4YU323,2017/05/25,C,L6,D60,1969,198.06,10034353
-3.559554029,51.74708096,4YU324,2020/04/02,C,L6,D,1969,195.22,10023434
-3.562991088,51.74596904,4YU325,2017/05/25,C,L6,D60,1969,207.74,10023433
-3.568758747,51.74687232,4YU326,2017/05/25,C,L6,D,1969,210.72,10038866
-3.573949719,51.74766787,4YU327,2020/10/19,C,L6,D,1969,223.71,10023432
-3.579479189,51.74855414,4YU328,2017/05/25,C,L6,D,1969,232.02,10038865
-3.585087593,51.7494408,4YU329,2017/05/25,C,L6,D30,1969,221.41,10040670
-3.588683458,51.75035441,4YU330,2017/05/25,C,L6,D,1969,201.62,10023431
-3.592236024,51.7512685,4YU331,2017/05/25,C,L6,D30,1969,144.69,10032838
-3.59602058,51.75382488,4YU332,2017/05/25,C,L6,D30,1969,75.36,10023430
-3.598396069,51.75544715,4YU333,2017/05/25,C,L6,D30,1969,91.5,10023429
-3.600272478,51.75892855,4YU334,2017/05/25,C,L6,D,1969,153.93,10037419
-3.602057693,51.76228523,4YU335,2017/05/25,C,L6,D,1969,183.58,10023428
-3.603889179,51.76571319,4YU336,2017/05/25,C,L6,D60,1969,206.83,10023427
-3.608744645,51.76654605,4YU337,2017/05/25,C,L6,D,1969,235.32,10019599
-3.614825075,51.76758668,4YU338,2017/05/25,C,L6,D,1969,245.73,10023426
-3.61995775,51.76846022,4YU339,2017/05/25,C,L6,D,1969,245.88,10034354
-3.625980069,51.76948309,4YU340,2017/05/25,C,L6,D,1969,252.49,10040164
-3.630186886,51.7701785,4YU341,2020/04/02,C,L6,D30,1969,243.6,10020823
-3.635639553,51.77007743,4YU342,2017/05/25,C,L6,D,1969,245.1,10035737
-3.641766525,51.76997404,4YU343,2017/05/25,C,L6,D,1969,249.78,10023425
-3.647067105,51.76986392,4YU344,2017/05/25,C,L6,D,1969,258.98,10023424
-3.653453442,51.76972032,4YU345,2017/05/25,C,L6,D,1969,259.15,10019600
-3.658784242,51.76964522,4YU346,2017/05/25,C,L6,D30,1969,259.86,10040340
-3.663819193,51.77059016,4YU347,2017/05/25,C,L6,D,1969,279.55,10023423
-3.668617369,51.77153226,4YU348,2020/04/02,C,L6,D,1969,287.61,10023422
-3.67255868,51.77228434,4YU349,2020/04/02,C,L6,D,1969,300.91,10023421
-3.677462131,51.77322084,4YU350,2020/04/02,C,L6,D30,1969,301.37,10034355
-3.680583962,51.77515344,4YU351,2017/05/25,C,L6,D,1969,288.59,10023420
-3.683511913,51.77686277,4YU352,2020/04/02,C,L6,D,1969,262.41,10032837
-3.68663257,51.77876255,4YU353,2017/05/25,C,L6,D,1969,226.3,10040575
-3.690310727,51.78098473,4YU354,2017/05/25,C,L6,D60,1969,238.73,10035736
-3.695092674,51.78042059,4YU355,2020/04/02,C,L6,D,1969,238.05,10023419
-3.699229646,51.77991202,4YU356,2017/05/25,C,L6,D,1969,245.25,10038184
-3.703603202,51.77940813,4YU357,2017/05/25,C,L6,D,1969,241.06,10020233
-3.709009616,51.77878188,4YU358,2020/04/02,C,L6,D,1969,240.63,10038864
-3.714413784,51.77813762,4YU359,2020/04/08,C,L6,D60,1969,254.59,10023418
-3.7180344,51.77596489,4YU360,2020/04/02,C,L6,D,1969,254.49,10023417
-3.722179795,51.77347443,4YU361,2020/04/02,C,L6,D,1969,249.61,10023416
-3.72611796,51.77110746,4YU362,2020/04/02,C,L6,D,1969,245.73,10023415
-3.728941822,51.76940797,4YU363,2020/04/02,C,L6,D,1969,239.88,10040218
-3.731606191,51.76780483,4YU364,2020/04/02,C,L6,D30,1969,219.63,10019368
-3.736818872,51.76647329,4YU365,2020/04/02,C,L6,D,1969,221.06,10023414
-3.742324162,51.76510993,4YU366,2017/05/25,C,L6,D,1969,193.52,10035735
-3.747475668,51.7637836,4YU367,2017/05/25,C,L6,D,1969,166.98,10023413
-3.752842719,51.76241784,4YU368,2017/05/25,C,L6,DJT,1969,150.98,10023412
-3.756331387,51.76065447,4YU369,2020/04/02,C,L6,D,1969,156.23,10023411
-3.759918084,51.75887128,4YU370,2020/04/02,C,L6,D,1969,190.52,10040874
-3.762843125,51.75741878,4YU371,2020/10/27,C,L6,D30,1969,208.08,10023410
-3.766639461,51.75538628,4YU372,2017/05/25,C,L6,D,1969,276.41,10023409
-3.769153023,51.75408057,4YU373,2017/05/25,C,L6,D,1969,313.38,10023408
-3.772106152,51.75253439,4YU374,2017/05/25,C,L6,D,1969,339.29,10023407
-3.774318482,51.75131404,4YU375,2017/05/25,C,L6,D,1969,336.7,10032361
-3.777098891,51.7498063,4YU376,2017/05/25,C,L6,D,1969,330.15,10020517
-3.780023513,51.7482873,4YU377,2017/05/25,C,L6,D,1969,327.61,10020822
-3.782775256,51.74679783,4YU378,2017/05/25,C,L6,D,1969,327.48,10035734
-3.785783833,51.74521447,4YU379,2017/05/25,C,L6,D30,1969,297.68,10023406
-3.79008981,51.74384506,4YU380,2017/05/25,C,L6,D,1969,278.18,10023405
-3.793880444,51.74263623,4YU381,2017/05/25,C,L6,D,1969,262.67,10023404
-3.799387206,51.74087944,4YU382,2017/05/25,C,L6,D,1969,214.83,10037418
-3.802533493,51.73986904,4YU383,2017/05/25,C,L6,D,1969,198.59,10033721
-3.806753074,51.73853633,4YU384,2017/05/25,C,L6,D30,1969,167.19,10023403
-3.808974852,51.73759392,4YU385,2017/05/25,C,L6,D,1969,160.44,10032836
-3.813059169,51.73578647,4YU386,2017/05/25,C,L6,D60,1969,110.07,10023402
-3.818620889,51.73608889,4YU387,2020/04/02,C,L6,D,1969,55.46,10023401
-3.822602829,51.73632276,4YU388,2020/04/02,C,L6,D60,1969,39.64,10023400
-3.827796559,51.73885842,4YU389,2017/05/25,C,L6,D,1969,81.63,10035733
-3.831182215,51.74055923,4YU390,2017/05/25,C,L6,D30,1969,130.3,10023399
-3.836099721,51.741094,4YU391,2017/05/25,C,L6,D,1969,171.38,10019366
-3.840667001,51.74156209,4YU392,2017/05/25,C,L6,D,1969,199.9,10023398
-3.84545151,51.74202659,4YU393,2017/05/25,C,L6,D,1969,200.49,10023397
-3.850645483,51.74258336,4YU394,2017/05/25,C,L6,D,1969,233.41,10032835
-3.856870313,51.74319554,4YU395,2017/05/25,C,L6,D,1969,172.89,10023396
-3.86047701,51.74354313,4YU396,2017/05/25,C,L6,D60,1969,177.67,10023395
-3.867202622,51.74093684,4YU397,2020/04/02,C,L6,D,1969,149.94,10023394
-3.870264059,51.73973122,4YU398,2020/04/08,C,L6,D30,1969,121.88,10020243
-3.876743163,51.73722358,4YU399,2017/05/25,C,L6,D,1969,215.59,10023393
-3.878187679,51.7366392,4YU400,2020/04/02,C,L6,D30,1969,244.33,10035732
-3.881515516,51.73426067,4YU401,2017/05/25,C,L6,D,1969,233.33,10023392
-3.885668366,51.73126694,4YU402,2020/04/02,C,L6,D,1969,240.15,10023391
-3.888078706,51.72953374,4YU403,2020/04/02,C,L6,D,1969,232.25,10037417
-3.890232199,51.7279698,4YU404,2017/05/25,C,L6,D,1969,211.43,10035120
-3.893874211,51.72537521,4YU405,2017/05/25,C,L6,D30,1969,188.14,10035300
-3.896741518,51.72469044,4YU406,2017/05/25,C,L6,D,1969,160.19,10040458
-3.900725307,51.72369975,4YU407,2017/05/25,C,L6,D,1969,116.88,10023390
-3.906644552,51.72225489,4YU408,2017/05/25,C,L6,D30,1969,100.02,10023389
-3.910712508,51.72120857,4YU409,2017/05/25,C,L6,D,1969,125.37,10023388
-3.915814045,51.71995641,4YU410,2017/05/25,C,L6,D,1969,174.35,10035731
-3.921328804,51.71855345,4YU411,2017/05/25,C,L6,D,1969,248.73,10020366
-3.925426596,51.71754219,4YU412,2017/05/25,C,L6,D60,1969,218.47,10023387
-3.928107336,51.71487246,4YU413,2017/05/25,C,L6,D,1969,196.32,10037061
-3.931024531,51.71198297,4YU414,2017/05/25,C,L6,D,1969,170.42,10040459
-3.934149169,51.70887419,4YU415,2017/05/25,C,L6,D,1969,143.35,10023386
-3.937015325,51.70605845,4YU416,2020/10/27,C,L6,D,1969,126.41,10038863
-3.939688974,51.70336045,4YU417,2017/05/25,C,L6,D,1969,115.72,10020821
-3.942509664,51.70059287,4YU418,2020/04/02,C,L6,D,1969,118.83,10023385
-3.945323643,51.69772796,4YU419,2017/05/25,C,L6,D30,1969,109.47,10023384
-3.948991876,51.69586868,4YU420,2017/05/25,C,L6,D,1969,102.89,10023383
-3.954075472,51.6933391,4YU421,2020/04/08,C,L6,D30,1969,90.21,10023382
-3.9571245,51.69118349,4YU422,2020/04/08,C,L6,DJT,1969,101.22,10032834
-4.989587809,51.68093893,4YV001,2017/05/25,C,L6,DT,1969,5.75,10020515
-4.989307705,51.67800496,4YV002,2017/05/25,C,L6,D60,1969,25.54,10035730
-4.986717543,51.67649303,4YV003,2020/04/02,C,L6,D,2010,39.78,10023381
-4.984448822,51.67517851,4YV004,2017/05/25,C,L6,D,1969,40.95,10023380
-4.981108741,51.67322173,4YV005,2017/05/25,C,L6,D60,1969,37.7,10023379
-4.976772066,51.67326886,4YV006,2017/05/25,C,L6,D,1969,22.65,10032296
-4.970502125,51.6734117,4YV007,2020/04/02,C,L6,D,2010,18.22,10018857
-4.966846322,51.67345727,4YV008,2017/05/25,C,L6,D,2010,13.28,10023378
-4.961991438,51.67354393,4YV009,2017/05/25,C,L6,D,2010,16.8,10019217
-4.956473355,51.67366509,4YV010,2017/05/25,C,L6,D,2010,21.5,10023377
-4.952318789,51.67373155,4YV011,2020/11/02,C,L6,D,2010,21.58,10023376
-4.948798674,51.67377713,4YV012,2020/11/02,C,L6,D60,1969,30.19,10023375
-4.945668369,51.67244319,4YV013,2020/04/02,C,L6,D,2010,52.59,10033700
-4.942267527,51.6709821,4YV014,2017/05/25,C,L6,D,2010,62.28,10023374
-4.938309824,51.66928242,4YV015,2017/05/25,C,L6,D,1969,57.38,10023373
-4.933041623,51.66699477,4YV016,2017/05/25,C,L6,D,1969,36.57,10023372
-4.928935022,51.66518903,4YV017,2020/10/19,C,L6,D,1969,52.09,10018739
-4.924134329,51.66311692,4YV018,2020/04/02,C,L6,D60,1969,58.55,10023371
-4.919299543,51.66337093,4YV019,2017/05/25,C,L6,D,2010,61.18,10035729
-4.915626165,51.66359714,4YV020,2017/05/25,C,L6,D,2010,56.74,10023370
-4.910969146,51.66382065,4YV021,2017/05/25,C,L6,D,2010,61.71,10032833
-4.905306475,51.66414982,4YV022,2017/05/25,C,L6,D30,1969,52.28,10032295
-4.901540629,51.66564606,4YV023,2017/05/25,C,L6,D,2010,29.18,10038862
-4.896598826,51.66753095,4YV024,2017/05/25,C,L6,D,2010,12.55,10037416
-4.891880923,51.6693942,4YV025,2020/04/02,C,L6,D,2010,23.86,10023369
-4.887831405,51.67096235,4YV026,2020/04/02,C,L6,D,1969,26.06,10023368
-4.884394579,51.672291,4YV027,2020/04/08,C,L6,D,1969,22.89,10019831
-4.88148622,51.67341911,4YV028,2020/04/02,C,L6,D30,1969,13.11,10019218
-4.877670368,51.67643622,4YV029,2020/04/02,C,L6,D,1969,34.29,10023367
-4.875210389,51.67831885,4YV030,2017/05/25,C,L6,D30,1969,70.64,10023366
-4.872669436,51.67931641,4YV031,2017/05/25,C,L6,D,2010,75.92,10040217
-4.869025467,51.68071861,4YV032,2017/05/25,C,L6,D,2010,57.71,10023365
-4.866414283,51.68175372,4YV033,2017/05/25,C,L6,D,2010,59.74,10023364
